State,Year,Month,Period,Indicator,Data Value,Percent Complete,Percent Pending Investigation,State Name,Footnote,Footnote Symbol,Predicted Value
HI,2020,April,12 month-ending,"Opioids (T40.0-T40.4,T40.6)",50,100,0.391822828,Hawaii,Numbers may differ from published reports using final data. See Technical Notes.,**,53
HI,2020,April,12 month-ending,Heroin (T40.1),17,100,0.391822828,Hawaii,Numbers may differ from published reports using final data. See Technical Notes.,**,18
HI,2020,April,12 month-ending,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",39,100,0.391822828,Hawaii,Numbers may differ from published reports using final data. See Technical Notes.,**,41
HI,2020,April,12 month-ending,Methadone (T40.3),,100,0.391822828,Hawaii,Numbers may differ from published reports using final data. See Technical Notes.  Data suppressed (<10).,**,
HI,2020,April,12 month-ending,Cocaine (T40.5),14,100,0.391822828,Hawaii,Numbers may differ from published reports using final data. See Technical Notes.,**,15
HI,2020,April,12 month-ending,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",22,100,0.391822828,Hawaii,Numbers may differ from published reports using final data. See Technical Notes.,**,24
HI,2020,April,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",20,100,0.391822828,Hawaii,Numbers may differ from published reports using final data. See Technical Notes.,**,21
HI,2020,April,12 month-ending,Number of Drug Overdose Deaths,241,100,0.391822828,Hawaii,Numbers may differ from published reports using final data. See Technical Notes.,**,252
HI,2020,April,12 month-ending,Psychostimulants with abuse potential (T43.6),173,100,0.391822828,Hawaii,Numbers may differ from published reports using final data. See Technical Notes.,**,181
HI,2020,April,12 month-ending,Number of Deaths,11740,100,0.391822828,Hawaii,Numbers may differ from published reports using final data. See Technical Notes.,**,
HI,2020,August,12 month-ending,Heroin (T40.1),19,100,0.169822535,Hawaii,Numbers may differ from published reports using final data. See Technical Notes.,**,20
HI,2020,August,12 month-ending,Percent with drugs specified,98.10606061,100,0.169822535,Hawaii,Numbers may differ from published reports using final data. See Technical Notes.,**,
HI,2020,August,12 month-ending,Number of Deaths,11777,100,0.169822535,Hawaii,Numbers may differ from published reports using final data. See Technical Notes.,**,
HI,2020,August,12 month-ending,"Opioids (T40.0-T40.4,T40.6)",56,100,0.169822535,Hawaii,Numbers may differ from published reports using final data. See Technical Notes.,**,58
HI,2020,August,12 month-ending,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",44,100,0.169822535,Hawaii,Numbers may differ from published reports using final data. See Technical Notes.,**,46
HI,2020,August,12 month-ending,Cocaine (T40.5),17,100,0.169822535,Hawaii,Numbers may differ from published reports using final data. See Technical Notes.,**,18
HI,2020,August,12 month-ending,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",25,100,0.169822535,Hawaii,Numbers may differ from published reports using final data. See Technical Notes.,**,26
HI,2020,August,12 month-ending,Number of Drug Overdose Deaths,264,100,0.169822535,Hawaii,Numbers may differ from published reports using final data. See Technical Notes.,**,272
HI,2020,August,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",21,100,0.169822535,Hawaii,Numbers may differ from published reports using final data. See Technical Notes.,**,22
HI,2020,August,12 month-ending,Methadone (T40.3),,100,0.169822535,Hawaii,Numbers may differ from published reports using final data. See Technical Notes.  Data suppressed (<10).,**,
HI,2020,August,12 month-ending,Psychostimulants with abuse potential (T43.6),194,100,0.169822535,Hawaii,Numbers may differ from published reports using final data. See Technical Notes.,**,200
HI,2020,August,12 month-ending,Natural & semi-synthetic opioids (T40.2),24,100,0.169822535,Hawaii,Numbers may differ from published reports using final data. See Technical Notes.,**,25
HI,2020,December,12 month-ending,Methadone (T40.3),,100,0,Hawaii,Numbers may differ from published reports using final data. See Technical Notes.  Data suppressed (<10).,**,
HI,2020,December,12 month-ending,Natural & semi-synthetic opioids (T40.2),26,100,0,Hawaii,Numbers may differ from published reports using final data. See Technical Notes.,**,27
HI,2020,December,12 month-ending,Percent with drugs specified,98.1884058,100,0,Hawaii,Numbers may differ from published reports using final data. See Technical Notes.,**,
HI,2020,December,12 month-ending,Psychostimulants with abuse potential (T43.6),197,100,0,Hawaii,Numbers may differ from published reports using final data. See Technical Notes.,**,202
HI,2020,December,12 month-ending,Cocaine (T40.5),16,100,0,Hawaii,Numbers may differ from published reports using final data. See Technical Notes.,**,17
HI,2020,December,12 month-ending,Number of Deaths,12070,100,0,Hawaii,Numbers may differ from published reports using final data. See Technical Notes.,**,
HI,2020,December,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",34,100,0,Hawaii,Numbers may differ from published reports using final data. See Technical Notes.,**,35
HI,2020,December,12 month-ending,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",57,100,0,Hawaii,Numbers may differ from published reports using final data. See Technical Notes.,**,59
HI,2020,December,12 month-ending,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",29,100,0,Hawaii,Numbers may differ from published reports using final data. See Technical Notes.,**,30
HI,2020,December,12 month-ending,Heroin (T40.1),24,100,0,Hawaii,Numbers may differ from published reports using final data. See Technical Notes.,**,25
HI,2020,December,12 month-ending,Number of Drug Overdose Deaths,276,100,0,Hawaii,Numbers may differ from published reports using final data. See Technical Notes.,**,282
HI,2020,December,12 month-ending,"Opioids (T40.0-T40.4,T40.6)",73,100,0,Hawaii,Numbers may differ from published reports using final data. See Technical Notes.,**,75
HI,2020,February,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",14,100,0.555695883,Hawaii,Numbers may differ from published reports using final data. See Technical Notes.,**,15
HI,2020,February,12 month-ending,Heroin (T40.1),16,100,0.555695883,Hawaii,Numbers may differ from published reports using final data. See Technical Notes.,**,17
HI,2020,February,12 month-ending,Number of Drug Overdose Deaths,227,100,0.555695883,Hawaii,Numbers may differ from published reports using final data. See Technical Notes.,**,239
HI,2020,February,12 month-ending,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",21,100,0.555695883,Hawaii,Numbers may differ from published reports using final data. See Technical Notes.,**,23
HI,2020,February,12 month-ending,Natural & semi-synthetic opioids (T40.2),20,100,0.555695883,Hawaii,Numbers may differ from published reports using final data. See Technical Notes.,**,22
HI,2020,February,12 month-ending,Psychostimulants with abuse potential (T43.6),160,100,0.555695883,Hawaii,Numbers may differ from published reports using final data. See Technical Notes.,**,169
HI,2020,February,12 month-ending,Number of Deaths,11877,100,0.555695883,Hawaii,Numbers may differ from published reports using final data. See Technical Notes.,**,
HI,2020,February,12 month-ending,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",32,100,0.555695883,Hawaii,Numbers may differ from published reports using final data. See Technical Notes.,**,34
HI,2020,February,12 month-ending,Percent with drugs specified,96.91629956,100,0.555695883,Hawaii,Numbers may differ from published reports using final data. See Technical Notes.,**,
HI,2020,February,12 month-ending,Cocaine (T40.5),14,100,0.555695883,Hawaii,Numbers may differ from published reports using final data. See Technical Notes.,**,15
HI,2020,February,12 month-ending,"Opioids (T40.0-T40.4,T40.6)",45,100,0.555695883,Hawaii,Numbers may differ from published reports using final data. See Technical Notes.,**,48
HI,2020,February,12 month-ending,Methadone (T40.3),,100,0.555695883,Hawaii,Numbers may differ from published reports using final data. See Technical Notes.  Data suppressed (<10).,**,
HI,2020,January,12 month-ending,Number of Drug Overdose Deaths,234,100,0.577151587,Hawaii,Numbers may differ from published reports using final data. See Technical Notes.,**,247
HI,2020,January,12 month-ending,Cocaine (T40.5),14,100,0.577151587,Hawaii,Numbers may differ from published reports using final data. See Technical Notes.,**,15
HI,2020,January,12 month-ending,"Opioids (T40.0-T40.4,T40.6)",51,100,0.577151587,Hawaii,Numbers may differ from published reports using final data. See Technical Notes.,**,54
HI,2020,January,12 month-ending,Heroin (T40.1),18,100,0.577151587,Hawaii,Numbers may differ from published reports using final data. See Technical Notes.,**,19
HI,2020,January,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",18,100,0.577151587,Hawaii,Numbers may differ from published reports using final data. See Technical Notes.,**,19
HI,2020,January,12 month-ending,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",23,100,0.577151587,Hawaii,Numbers may differ from published reports using final data. See Technical Notes.,**,25
HI,2020,January,12 month-ending,Natural & semi-synthetic opioids (T40.2),21,100,0.577151587,Hawaii,Numbers may differ from published reports using final data. See Technical Notes.,**,23
HI,2020,January,12 month-ending,Methadone (T40.3),,100,0.577151587,Hawaii,Numbers may differ from published reports using final data. See Technical Notes.  Data suppressed (<10).,**,
HI,2020,January,12 month-ending,Psychostimulants with abuse potential (T43.6),162,100,0.577151587,Hawaii,Numbers may differ from published reports using final data. See Technical Notes.,**,171
HI,2020,January,12 month-ending,Number of Deaths,11782,100,0.577151587,Hawaii,Numbers may differ from published reports using final data. See Technical Notes.,**,
HI,2020,January,12 month-ending,Percent with drugs specified,97.00854701,100,0.577151587,Hawaii,Numbers may differ from published reports using final data. See Technical Notes.,**,
HI,2020,January,12 month-ending,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",37,100,0.577151587,Hawaii,Numbers may differ from published reports using final data. See Technical Notes.,**,40
HI,2020,July,12 month-ending,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",26,100,0.240322719,Hawaii,Numbers may differ from published reports using final data. See Technical Notes.,**,27
HI,2020,July,12 month-ending,Cocaine (T40.5),16,100,0.240322719,Hawaii,Numbers may differ from published reports using final data. See Technical Notes.,**,17
HI,2020,July,12 month-ending,Psychostimulants with abuse potential (T43.6),196,100,0.240322719,Hawaii,Numbers may differ from published reports using final data. See Technical Notes.,**,203
HI,2020,July,12 month-ending,Percent with drugs specified,98.13432836,100,0.240322719,Hawaii,Numbers may differ from published reports using final data. See Technical Notes.,**,
HI,2020,July,12 month-ending,Methadone (T40.3),,100,0.240322719,Hawaii,Numbers may differ from published reports using final data. See Technical Notes.  Data suppressed (<10).,**,
HI,2020,July,12 month-ending,Number of Deaths,11651,100,0.240322719,Hawaii,Numbers may differ from published reports using final data. See Technical Notes.,**,
HI,2020,July,12 month-ending,Natural & semi-synthetic opioids (T40.2),25,100,0.240322719,Hawaii,Numbers may differ from published reports using final data. See Technical Notes.,**,26
HI,2020,July,12 month-ending,Heroin (T40.1),19,100,0.240322719,Hawaii,Numbers may differ from published reports using final data. See Technical Notes.,**,20
HI,2020,July,12 month-ending,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",46,100,0.240322719,Hawaii,Numbers may differ from published reports using final data. See Technical Notes.,**,48
HI,2020,July,12 month-ending,"Opioids (T40.0-T40.4,T40.6)",59,100,0.240322719,Hawaii,Numbers may differ from published reports using final data. See Technical Notes.,**,62
HI,2020,July,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",23,100,0.240322719,Hawaii,Numbers may differ from published reports using final data. See Technical Notes.,**,24
HI,2020,July,12 month-ending,Number of Drug Overdose Deaths,268,100,0.240322719,Hawaii,Numbers may differ from published reports using final data. See Technical Notes.,**,277
HI,2020,June,12 month-ending,Cocaine (T40.5),18,100,0.26575225,Hawaii,Numbers may differ from published reports using final data. See Technical Notes.,**,19
HI,2020,June,12 month-ending,Methadone (T40.3),,100,0.26575225,Hawaii,Numbers may differ from published reports using final data. See Technical Notes.  Data suppressed (<10).,**,
HI,2020,June,12 month-ending,"Opioids (T40.0-T40.4,T40.6)",59,100,0.26575225,Hawaii,Numbers may differ from published reports using final data. See Technical Notes.,**,62
HI,2020,June,12 month-ending,Number of Drug Overdose Deaths,264,100,0.26575225,Hawaii,Numbers may differ from published reports using final data. See Technical Notes.,**,274
HI,2020,June,12 month-ending,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",24,100,0.26575225,Hawaii,Numbers may differ from published reports using final data. See Technical Notes.,**,25
HI,2020,June,12 month-ending,Psychostimulants with abuse potential (T43.6),189,100,0.26575225,Hawaii,Numbers may differ from published reports using final data. See Technical Notes.,**,196
HI,2020,June,12 month-ending,Natural & semi-synthetic opioids (T40.2),23,100,0.26575225,Hawaii,Numbers may differ from published reports using final data. See Technical Notes.,**,24
HI,2020,June,12 month-ending,Percent with drugs specified,98.48484848,100,0.26575225,Hawaii,Numbers may differ from published reports using final data. See Technical Notes.,**,
HI,2020,June,12 month-ending,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",44,100,0.26575225,Hawaii,Numbers may differ from published reports using final data. See Technical Notes.,**,46
HI,2020,June,12 month-ending,Number of Deaths,11665,100,0.26575225,Hawaii,Numbers may differ from published reports using final data. See Technical Notes.,**,
HI,2020,June,12 month-ending,Heroin (T40.1),21,100,0.26575225,Hawaii,Numbers may differ from published reports using final data. See Technical Notes.,**,22
HI,2020,June,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",23,100,0.26575225,Hawaii,Numbers may differ from published reports using final data. See Technical Notes.,**,24
HI,2020,March,12 month-ending,Heroin (T40.1),16,100,0.475019086,Hawaii,Numbers may differ from published reports using final data. See Technical Notes.,**,17
HI,2020,March,12 month-ending,Number of Drug Overdose Deaths,235,100,0.475019086,Hawaii,Numbers may differ from published reports using final data. See Technical Notes.,**,246
HI,2020,March,12 month-ending,Number of Deaths,11789,100,0.475019086,Hawaii,Numbers may differ from published reports using final data. See Technical Notes.,**,
HI,2020,March,12 month-ending,Natural & semi-synthetic opioids (T40.2),21,100,0.475019086,Hawaii,Numbers may differ from published reports using final data. See Technical Notes.,**,23
HI,2020,March,12 month-ending,Percent with drugs specified,97.44680851,100,0.475019086,Hawaii,Numbers may differ from published reports using final data. See Technical Notes.,**,
HI,2020,March,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",17,100,0.475019086,Hawaii,Numbers may differ from published reports using final data. See Technical Notes.,**,18
HI,2020,March,12 month-ending,"Opioids (T40.0-T40.4,T40.6)",48,100,0.475019086,Hawaii,Numbers may differ from published reports using final data. See Technical Notes.,**,51
HI,2020,March,12 month-ending,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",22,100,0.475019086,Hawaii,Numbers may differ from published reports using final data. See Technical Notes.,**,24
HI,2020,March,12 month-ending,Methadone (T40.3),,100,0.475019086,Hawaii,Numbers may differ from published reports using final data. See Technical Notes.  Data suppressed (<10).,**,
HI,2020,March,12 month-ending,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",37,100,0.475019086,Hawaii,Numbers may differ from published reports using final data. See Technical Notes.,**,39
HI,2020,March,12 month-ending,Cocaine (T40.5),14,100,0.475019086,Hawaii,Numbers may differ from published reports using final data. See Technical Notes.,**,15
HI,2020,March,12 month-ending,Psychostimulants with abuse potential (T43.6),164,100,0.475019086,Hawaii,Numbers may differ from published reports using final data. See Technical Notes.,**,172
HI,2020,May,12 month-ending,Cocaine (T40.5),17,100,0.359558257,Hawaii,Numbers may differ from published reports using final data. See Technical Notes.,**,18
HI,2020,May,12 month-ending,"Opioids (T40.0-T40.4,T40.6)",57,100,0.359558257,Hawaii,Numbers may differ from published reports using final data. See Technical Notes.,**,60
HI,2020,May,12 month-ending,Methadone (T40.3),,100,0.359558257,Hawaii,Numbers may differ from published reports using final data. See Technical Notes.  Data suppressed (<10).,**,
HI,2020,May,12 month-ending,Natural & semi-synthetic opioids (T40.2),23,100,0.359558257,Hawaii,Numbers may differ from published reports using final data. See Technical Notes.,**,25
HI,2020,May,12 month-ending,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",42,100,0.359558257,Hawaii,Numbers may differ from published reports using final data. See Technical Notes.,**,44
HI,2020,May,12 month-ending,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",24,100,0.359558257,Hawaii,Numbers may differ from published reports using final data. See Technical Notes.,**,26
HI,2020,May,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",21,100,0.359558257,Hawaii,Numbers may differ from published reports using final data. See Technical Notes.,**,22
HI,2020,May,12 month-ending,Number of Drug Overdose Deaths,259,100,0.359558257,Hawaii,Numbers may differ from published reports using final data. See Technical Notes.,**,270
HI,2020,May,12 month-ending,Number of Deaths,11681,100,0.359558257,Hawaii,Numbers may differ from published reports using final data. See Technical Notes.,**,
HI,2020,May,12 month-ending,Psychostimulants with abuse potential (T43.6),185,100,0.359558257,Hawaii,Numbers may differ from published reports using final data. See Technical Notes.,**,193
HI,2020,May,12 month-ending,Heroin (T40.1),21,100,0.359558257,Hawaii,Numbers may differ from published reports using final data. See Technical Notes.,**,22
HI,2020,May,12 month-ending,Percent with drugs specified,98.45559846,100,0.359558257,Hawaii,Numbers may differ from published reports using final data. See Technical Notes.,**,
HI,2020,November,12 month-ending,Methadone (T40.3),,100,0,Hawaii,Numbers may differ from published reports using final data. See Technical Notes.  Data suppressed (<10).,**,
HI,2020,November,12 month-ending,Psychostimulants with abuse potential (T43.6),200,100,0,Hawaii,Numbers may differ from published reports using final data. See Technical Notes.,**,205
HI,2020,November,12 month-ending,Number of Drug Overdose Deaths,277,100,0,Hawaii,Numbers may differ from published reports using final data. See Technical Notes.,**,283
HI,2020,November,12 month-ending,Natural & semi-synthetic opioids (T40.2),23,100,0,Hawaii,Numbers may differ from published reports using final data. See Technical Notes.,**,24
HI,2020,November,12 month-ending,Percent with drugs specified,97.83393502,100,0,Hawaii,Numbers may differ from published reports using final data. See Technical Notes.,**,
HI,2020,November,12 month-ending,Number of Deaths,12076,100,0,Hawaii,Numbers may differ from published reports using final data. See Technical Notes.,**,
HI,2020,November,12 month-ending,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",26,100,0,Hawaii,Numbers may differ from published reports using final data. See Technical Notes.,**,27
HI,2020,November,12 month-ending,Heroin (T40.1),26,100,0,Hawaii,Numbers may differ from published reports using final data. See Technical Notes.,**,27
HI,2020,November,12 month-ending,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",54,100,0,Hawaii,Numbers may differ from published reports using final data. See Technical Notes.,**,56
HI,2020,November,12 month-ending,"Opioids (T40.0-T40.4,T40.6)",71,100,0,Hawaii,Numbers may differ from published reports using final data. See Technical Notes.,**,73
HI,2020,November,12 month-ending,Cocaine (T40.5),15,100,0,Hawaii,Numbers may differ from published reports using final data. See Technical Notes.,**,16
HI,2020,November,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",33,100,0,Hawaii,Numbers may differ from published reports using final data. See Technical Notes.,**,34
HI,2020,October,12 month-ending,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",49,100,0,Hawaii,Numbers may differ from published reports using final data. See Technical Notes.,**,50
HI,2020,October,12 month-ending,Heroin (T40.1),24,100,0,Hawaii,Numbers may differ from published reports using final data. See Technical Notes.,**,25
HI,2020,October,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",28,100,0,Hawaii,Numbers may differ from published reports using final data. See Technical Notes.,**,29
HI,2020,October,12 month-ending,Psychostimulants with abuse potential (T43.6),198,100,0,Hawaii,Numbers may differ from published reports using final data. See Technical Notes.,**,203
HI,2020,October,12 month-ending,Number of Drug Overdose Deaths,275,100,0,Hawaii,Numbers may differ from published reports using final data. See Technical Notes.,**,281
HI,2020,October,12 month-ending,Natural & semi-synthetic opioids (T40.2),23,100,0,Hawaii,Numbers may differ from published reports using final data. See Technical Notes.,**,24
HI,2020,October,12 month-ending,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",24,100,0,Hawaii,Numbers may differ from published reports using final data. See Technical Notes.,**,25
HI,2020,October,12 month-ending,"Opioids (T40.0-T40.4,T40.6)",64,100,0,Hawaii,Numbers may differ from published reports using final data. See Technical Notes.,**,66
HI,2020,October,12 month-ending,Methadone (T40.3),,100,0,Hawaii,Numbers may differ from published reports using final data. See Technical Notes.  Data suppressed (<10).,**,
HI,2020,October,12 month-ending,Number of Deaths,11989,100,0,Hawaii,Numbers may differ from published reports using final data. See Technical Notes.,**,
HI,2020,October,12 month-ending,Percent with drugs specified,97.81818182,100,0,Hawaii,Numbers may differ from published reports using final data. See Technical Notes.,**,
HI,2020,October,12 month-ending,Cocaine (T40.5),16,100,0,Hawaii,Numbers may differ from published reports using final data. See Technical Notes.,**,17
HI,2020,September,12 month-ending,Heroin (T40.1),23,100,0.058858152,Hawaii,Numbers may differ from published reports using final data. See Technical Notes.,**,24
HI,2020,September,12 month-ending,"Opioids (T40.0-T40.4,T40.6)",63,100,0.058858152,Hawaii,Numbers may differ from published reports using final data. See Technical Notes.,**,65
HI,2020,September,12 month-ending,Percent with drugs specified,98.16849817,100,0.058858152,Hawaii,Numbers may differ from published reports using final data. See Technical Notes.,**,
HI,2020,September,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",26,100,0.058858152,Hawaii,Numbers may differ from published reports using final data. See Technical Notes.,**,27
HI,2020,September,12 month-ending,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",48,100,0.058858152,Hawaii,Numbers may differ from published reports using final data. See Technical Notes.,**,50
HI,2020,September,12 month-ending,Psychostimulants with abuse potential (T43.6),199,100,0.058858152,Hawaii,Numbers may differ from published reports using final data. See Technical Notes.,**,204
HI,2020,September,12 month-ending,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",24,100,0.058858152,Hawaii,Numbers may differ from published reports using final data. See Technical Notes.,**,25
HI,2020,September,12 month-ending,Natural & semi-synthetic opioids (T40.2),22,100,0.058858152,Hawaii,Numbers may differ from published reports using final data. See Technical Notes.,**,23
HI,2020,September,12 month-ending,Cocaine (T40.5),18,100,0.058858152,Hawaii,Numbers may differ from published reports using final data. See Technical Notes.,**,19
HI,2020,September,12 month-ending,Number of Deaths,11893,100,0.058858152,Hawaii,Numbers may differ from published reports using final data. See Technical Notes.,**,
HI,2020,September,12 month-ending,Number of Drug Overdose Deaths,273,100,0.058858152,Hawaii,Numbers may differ from published reports using final data. See Technical Notes.,**,280
HI,2020,September,12 month-ending,Methadone (T40.3),,100,0.058858152,Hawaii,Numbers may differ from published reports using final data. See Technical Notes.  Data suppressed (<10).,**,
IA,2020,April,12 month-ending,Natural & semi-synthetic opioids (T40.2),56,100,0.016096839,Iowa,Numbers may differ from published reports using final data. See Technical Notes.,**,58
IA,2020,April,12 month-ending,Percent with drugs specified,95.88688946,100,0.016096839,Iowa,Numbers may differ from published reports using final data. See Technical Notes.,**,
IA,2020,April,12 month-ending,"Opioids (T40.0-T40.4,T40.6)",180,100,0.016096839,Iowa,Numbers may differ from published reports using final data. See Technical Notes.,**,184
IA,2020,April,12 month-ending,Heroin (T40.1),46,100,0.016096839,Iowa,Numbers may differ from published reports using final data. See Technical Notes.,**,48
IA,2020,April,12 month-ending,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",170,100,0.016096839,Iowa,Numbers may differ from published reports using final data. See Technical Notes.,**,174
IA,2020,April,12 month-ending,Methadone (T40.3),,100,0.016096839,Iowa,Numbers may differ from published reports using final data. See Technical Notes.  Data suppressed (<10).,**,
IA,2020,April,12 month-ending,Cocaine (T40.5),23,100,0.016096839,Iowa,Numbers may differ from published reports using final data. See Technical Notes.,**,24
IA,2020,April,12 month-ending,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",63,100,0.016096839,Iowa,Numbers may differ from published reports using final data. See Technical Notes.,**,65
IA,2020,April,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",124,100,0.016096839,Iowa,Numbers may differ from published reports using final data. See Technical Notes.,**,127
IA,2020,April,12 month-ending,Number of Drug Overdose Deaths,389,100,0.016096839,Iowa,Numbers may differ from published reports using final data. See Technical Notes.,**,398
IA,2020,April,12 month-ending,Psychostimulants with abuse potential (T43.6),164,100,0.016096839,Iowa,Numbers may differ from published reports using final data. See Technical Notes.,**,168
IA,2020,April,12 month-ending,Number of Deaths,31062,100,0.016096839,Iowa,Numbers may differ from published reports using final data. See Technical Notes.,**,
IA,2020,August,12 month-ending,Heroin (T40.1),48,100,0.012413108,Iowa,Numbers may differ from published reports using final data. See Technical Notes.,**,50
IA,2020,August,12 month-ending,Percent with drugs specified,95.13381995,100,0.012413108,Iowa,Numbers may differ from published reports using final data. See Technical Notes.,**,
IA,2020,August,12 month-ending,Number of Deaths,32224,100,0.012413108,Iowa,Numbers may differ from published reports using final data. See Technical Notes.,**,
IA,2020,August,12 month-ending,"Opioids (T40.0-T40.4,T40.6)",194,100,0.012413108,Iowa,Numbers may differ from published reports using final data. See Technical Notes.,**,198
IA,2020,August,12 month-ending,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",188,100,0.012413108,Iowa,Numbers may differ from published reports using final data. See Technical Notes.,**,192
IA,2020,August,12 month-ending,Cocaine (T40.5),30,100,0.012413108,Iowa,Numbers may differ from published reports using final data. See Technical Notes.,**,31
IA,2020,August,12 month-ending,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",59,100,0.012413108,Iowa,Numbers may differ from published reports using final data. See Technical Notes.,**,61
IA,2020,August,12 month-ending,Number of Drug Overdose Deaths,411,100,0.012413108,Iowa,Numbers may differ from published reports using final data. See Technical Notes.,**,420
IA,2020,August,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",147,100,0.012413108,Iowa,Numbers may differ from published reports using final data. See Technical Notes.,**,150
IA,2020,August,12 month-ending,Methadone (T40.3),11,100,0.012413108,Iowa,Numbers may differ from published reports using final data. See Technical Notes.,**,12
IA,2020,August,12 month-ending,Psychostimulants with abuse potential (T43.6),162,100,0.012413108,Iowa,Numbers may differ from published reports using final data. See Technical Notes.,**,166
IA,2020,August,12 month-ending,Natural & semi-synthetic opioids (T40.2),49,100,0.012413108,Iowa,Numbers may differ from published reports using final data. See Technical Notes.,**,51
IA,2020,December,12 month-ending,Methadone (T40.3),12,100,0.014022099,Iowa,Numbers may differ from published reports using final data. See Technical Notes.,**,13
IA,2020,December,12 month-ending,Natural & semi-synthetic opioids (T40.2),54,100,0.014022099,Iowa,Numbers may differ from published reports using final data. See Technical Notes.,**,56
IA,2020,December,12 month-ending,Percent with drugs specified,94.98806683,100,0.014022099,Iowa,Numbers may differ from published reports using final data. See Technical Notes.,**,
IA,2020,December,12 month-ending,Psychostimulants with abuse potential (T43.6),164,100,0.014022099,Iowa,Numbers may differ from published reports using final data. See Technical Notes.,**,168
IA,2020,December,12 month-ending,Cocaine (T40.5),27,100,0.014022099,Iowa,Numbers may differ from published reports using final data. See Technical Notes.,**,28
IA,2020,December,12 month-ending,Number of Deaths,35658,100,0.014022099,Iowa,Numbers may differ from published reports using final data. See Technical Notes.,**,
IA,2020,December,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",162,100,0.014022099,Iowa,Numbers may differ from published reports using final data. See Technical Notes.,**,166
IA,2020,December,12 month-ending,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",207,100,0.014022099,Iowa,Numbers may differ from published reports using final data. See Technical Notes.,**,212
IA,2020,December,12 month-ending,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",66,100,0.014022099,Iowa,Numbers may differ from published reports using final data. See Technical Notes.,**,68
IA,2020,December,12 month-ending,Heroin (T40.1),52,100,0.014022099,Iowa,Numbers may differ from published reports using final data. See Technical Notes.,**,54
IA,2020,December,12 month-ending,Number of Drug Overdose Deaths,419,100,0.014022099,Iowa,Numbers may differ from published reports using final data. See Technical Notes.,**,428
IA,2020,December,12 month-ending,"Opioids (T40.0-T40.4,T40.6)",213,100,0.014022099,Iowa,Numbers may differ from published reports using final data. See Technical Notes.,**,218
IA,2020,February,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",115,100,0.019416847,Iowa,Numbers may differ from published reports using final data. See Technical Notes.,**,118
IA,2020,February,12 month-ending,Heroin (T40.1),39,100,0.019416847,Iowa,Numbers may differ from published reports using final data. See Technical Notes.,**,41
